Store,Date,Weekly_Sales,Temperature,Fuel_Price,CPI,Unemployment,Holiday_Week,Month,Rolling_Mean
1,2010-08-06,1605491.78,87.0,2.627,211.5046621,7.8,0,August,1452870.625
1,2010-08-13,1508237.76,87.0,2.692,211.6394211,7.8,0,August,1467695.335
1,2010-08-20,1513080.49,87.0,2.664,211.6033633,7.8,0,August,1499699.1575
1,2010-08-27,1449142.92,85.0,2.619,211.5673056,7.8,0,August,1518988.2374999998
1,2010-09-03,1540163.53,81.0,2.577,211.5312479,7.8,0,September,1502656.175
1,2010-09-10,1507460.69,79.0,2.565,211.4951902,7.8,1,September,1502461.9074999997
1,2010-09-17,1430378.67,82.0,2.582,211.5224596,7.8,0,September,1481786.4525000001
1,2010-09-24,1351791.03,81.0,2.624,211.5972246,7.8,0,September,1457448.48
1,2010-10-01,1453329.5,72.0,2.603,211.6719895,7.8,0,October,1435739.9725
1,2010-10-08,1508239.93,64.0,2.633,211.7467544,7.8,0,October,1435934.7824999997
1,2010-10-15,1459409.1,67.0,2.72,211.8137436,7.8,0,October,1443192.39
1,2010-10-22,1345454.0,70.0,2.725,211.8612937,7.8,0,October,1441608.1325
1,2010-10-29,1384209.22,70.0,2.716,211.9088438,7.8,0,October,1424328.0625
1,2010-11-05,1551659.28,59.0,2.689,211.9563939,7.8,0,November,1435182.9
1,2010-11-12,1494479.49,60.0,2.728,212.003944,7.8,0,November,1443950.4975
1,2010-11-19,1483784.18,51.0,2.771,211.8896737,7.8,0,November,1478533.0425
1,2010-11-26,1955624.11,65.0,2.735,211.7484333,7.8,1,November,1621386.765
1,2010-12-03,1548033.78,49.0,2.708,211.607193,7.8,0,December,1620480.39
1,2010-12-10,1682614.26,46.0,2.843,211.4659526,7.8,0,December,1667514.0825
1,2010-12-17,1891034.93,50.0,2.869,211.4053124,7.8,0,December,1769326.77
1,2010-12-24,2387950.2,52.0,2.886,211.4051222,7.8,0,December,1877408.2925
1,2010-12-31,1367320.01,48.0,2.943,211.4049321,7.8,1,December,1832229.85
1,2011-01-07,1444732.28,48.0,2.976,211.4047419,7.7,0,January,1772759.355
1,2011-01-14,1391013.96,35.0,2.983,211.4574109,7.7,0,January,1647754.1125000003
1,2011-01-21,1327405.42,44.0,3.016,211.8272343,7.7,0,January,1382617.9175
1,2011-01-28,1316899.31,44.0,3.01,212.1970577,7.7,0,January,1370012.7425
1,2011-02-04,1606629.58,42.0,2.989,212.5668812,7.7,0,February,1410487.0675
1,2011-02-11,1649614.93,36.0,3.022,212.9367046,7.7,1,February,1475137.31
1,2011-02-18,1686842.78,57.0,3.045,213.2478853,7.7,0,February,1564996.65
1,2011-02-25,1456800.28,63.0,3.065,213.535609,7.7,0,February,1599971.8924999998
1,2011-03-04,1636263.41,60.0,3.288,213.8233327,7.7,0,March,1607380.35
1,2011-03-11,1553191.63,54.0,3.459,214.1110564,7.7,0,March,1583274.525
1,2011-03-18,1576818.06,63.0,3.488,214.3627114,7.7,0,March,1555768.3450000002
1,2011-03-25,1541102.38,70.0,3.473,214.5999389,7.7,0,March,1576843.87
1,2011-04-01,1495064.75,59.0,3.524,214.8371664,7.7,0,April,1541544.205
1,2011-04-08,1614259.35,68.0,3.622,215.0743939,7.7,0,April,1556811.135
1,2011-04-15,1559889.0,71.0,3.743,215.2918561,7.7,0,April,1552578.87
1,2011-04-22,1564819.81,73.0,3.807,215.4599053,7.7,0,April,1558508.2275
1,2011-04-29,1455090.69,72.0,3.81,215.6279544,7.7,0,April,1548514.7125
1,2011-05-06,1629391.28,65.0,3.906,215.7960035,7.7,0,May,1552297.695
1,2011-05-13,1604775.58,76.0,3.899,215.9640526,7.7,0,May,1563519.34
1,2011-05-20,1428218.27,68.0,3.907,215.7339202,7.7,0,May,1529368.955
1,2011-05-27,1466046.67,78.0,3.786,215.5037878,7.7,0,May,1532107.95
1,2011-06-03,1635078.41,83.0,3.699,215.2736553,7.7,0,June,1533529.7325
1,2011-06-10,1588948.32,83.0,3.648,215.0435229,7.7,0,June,1529572.9175
1,2011-06-17,1532114.86,86.0,3.637,214.9980596,7.7,0,June,1555547.065
1,2011-06-24,1438830.15,84.0,3.594,215.0910982,7.7,0,June,1548742.935
1,2011-07-01,1488538.09,86.0,3.524,215.1841368,8.0,0,July,1512107.855
1,2011-07-08,1534849.64,86.0,3.48,215.2771754,8.0,0,July,1498583.185
1,2011-07-15,1455119.97,89.0,3.575,215.3611087,8.0,0,July,1479334.4625000001
1,2011-07-22,1396926.82,86.0,3.651,215.4222784,8.0,0,July,1468858.63
1,2011-07-29,1352219.79,87.0,3.682,215.4834482,8.0,0,July,1434779.0550000002
1,2011-08-05,1624383.75,92.0,3.684,215.544618,8.0,0,August,1457162.5825
1,2011-08-12,1525147.09,91.0,3.638,215.6057878,8.0,0,August,1474669.3625
1,2011-08-19,1530761.43,90.0,3.554,215.6693107,8.0,0,August,1508128.0150000001
1,2011-08-26,1464693.46,88.0,3.523,215.7332258,8.0,0,August,1536246.4324999999
1,2011-09-02,1550229.22,88.0,3.533,215.7971409,8.0,0,September,1517707.8
1,2011-09-09,1540471.24,76.0,3.546,215.861056,8.0,1,September,1521538.8375
1,2011-09-16,1514259.78,80.0,3.526,216.0410526,8.0,0,September,1517413.425
1,2011-09-23,1380020.27,76.0,3.467,216.3758246,8.0,0,September,1496245.1275
1,2011-09-30,1394561.83,80.0,3.355,216.7105965,8.0,0,September,1457328.28
1,2011-10-07,1630989.95,69.0,3.285,217.0453684,7.9,0,October,1479957.9575
1,2011-10-14,1493525.93,72.0,3.274,217.3552733,7.9,0,October,1474774.4949999999
1,2011-10-21,1502562.78,64.0,3.353,217.5159762,7.9,0,October,1505410.1225
1,2011-10-28,1445249.09,67.0,3.372,217.6766791,7.9,0,October,1518081.9375
1,2011-11-04,1697229.58,55.0,3.332,217.837382,7.9,0,November,1534641.845
1,2011-11-11,1594938.89,59.0,3.297,217.9980849,7.9,0,November,1559995.085
1,2011-11-18,1539483.7,62.0,3.308,218.2205088,7.9,0,November,1569225.315
1,2011-11-25,2033320.66,60.0,3.236,218.4676211,7.9,1,November,1716243.2075
1,2011-12-02,1584083.95,49.0,3.172,218.7147333,7.9,0,December,1687956.8
1,2011-12-09,1799682.38,44.0,3.158,218.9618456,7.9,0,December,1739142.6725
1,2011-12-16,1881176.67,52.0,3.159,219.1794533,7.9,0,December,1824565.915
1,2011-12-23,2270188.99,48.0,3.112,219.3577216,7.9,0,December,1883782.9975
1,2011-12-30,1497462.72,45.0,3.129,219.5359898,7.9,1,December,1862127.69
1,2012-01-06,1550369.92,49.0,3.157,219.7142581,7.3,0,January,1799799.575
1,2012-01-13,1459601.17,49.0,3.261,219.8925263,7.3,0,January,1694405.7
1,2012-01-20,1394393.84,54.0,3.268,219.9856893,7.3,0,January,1475456.9125
1,2012-01-27,1319325.59,54.0,3.29,220.0788523,7.3,0,January,1430922.6300000001
1,2012-02-03,1636339.65,57.0,3.36,220.1720153,7.3,0,February,1452415.0625
1,2012-02-10,1802477.43,48.0,3.409,220.2651783,7.3,1,February,1538134.1275
1,2012-02-17,1819870.0,45.0,3.51,220.4257586,7.3,0,February,1644503.1675
1,2012-02-24,1539387.83,57.0,3.555,220.636902,7.3,0,February,1699518.7275
1,2012-03-02,1688420.76,61.0,3.63,220.8480454,7.3,0,March,1712539.0050000001
1,2012-03-09,1675431.16,59.0,3.669,221.0591887,7.3,0,March,1680777.4375
1,2012-03-16,1677472.78,65.0,3.734,221.2118132,7.3,0,March,1645178.1324999998
1,2012-03-23,1511068.07,66.0,3.787,221.2864126,7.3,0,March,1638098.1925
1,2012-03-30,1649604.63,68.0,3.845,221.3610119,7.3,0,March,1628394.16
1,2012-04-06,1899676.88,70.0,3.891,221.4356112,7.1,0,April,1684455.59
1,2012-04-13,1621031.7,69.0,3.891,221.5102105,7.1,0,April,1670345.32
1,2012-04-20,1521577.87,67.0,3.877,221.5640737,7.1,0,April,1672972.77
1,2012-04-27,1468928.37,67.0,3.814,221.6179368,7.1,0,April,1627803.705
1,2012-05-04,1684519.99,76.0,3.749,221.6718,7.1,0,May,1574014.4825
1,2012-05-11,1611096.05,74.0,3.688,221.7256632,7.1,0,May,1571530.57
1,2012-05-18,1595901.87,70.0,3.63,221.742674,7.1,0,May,1590111.57
1,2012-05-25,1555444.55,77.0,3.561,221.744944,7.1,0,May,1611740.615
1,2012-06-01,1624477.58,78.0,3.501,221.7472139,7.1,0,June,1596730.0125000002
1,2012-06-08,1697230.96,78.0,3.452,221.7494839,7.1,0,June,1618263.74
1,2012-06-15,1630607.0,79.0,3.393,221.7626421,7.1,0,June,1626940.0225
1,2012-06-22,1527845.81,78.0,3.346,221.8030211,7.1,0,June,1620040.3375
1,2012-06-29,1540421.49,85.0,3.286,221.8434,7.1,0,June,1599026.315
1,2012-07-06,1769854.16,82.0,3.227,221.8837789,6.9,0,July,1617182.115
1,2012-07-13,1527014.04,77.0,3.256,221.9241579,6.9,0,July,1591283.875
1,2012-07-20,1497954.76,80.0,3.311,221.9327267,6.9,0,July,1583811.1124999998
1,2012-07-27,1439123.71,83.0,3.407,221.9412954,6.9,0,July,1558486.6675
1,2012-08-03,1631135.79,86.0,3.417,221.9498642,6.9,0,August,1523807.075
1,2012-08-10,1592409.97,85.0,3.494,221.9584329,6.9,0,August,1540156.0575
1,2012-08-17,1597868.05,85.0,3.571,222.0384109,6.9,0,August,1565134.3800000001
1,2012-08-24,1494122.38,78.0,3.62,222.1719457,6.9,0,August,1578884.0475
1,2012-08-31,1582083.4,80.0,3.638,222.3054805,6.9,0,August,1566620.95
1,2012-09-07,1661767.33,84.0,3.73,222.4390153,6.9,1,September,1583960.29
1,2012-09-14,1517428.87,75.0,3.717,222.5820193,6.9,0,September,1563850.4949999999
1,2012-09-21,1506126.06,70.0,3.721,222.7818386,6.9,0,September,1566851.415
1,2012-09-28,1437059.26,76.0,3.666,222.9816579,6.9,0,September,1530595.3800000001
1,2012-10-05,1670785.97,69.0,3.617,223.1814772,6.6,0,October,1532850.04
1,2012-10-12,1573072.81,63.0,3.601,223.3812965,6.6,0,October,1546761.0250000001
1,2012-10-19,1508068.77,68.0,3.594,223.4257233,6.6,0,October,1547246.7025
1,2012-10-26,1493659.74,69.0,3.506,223.4442513,6.6,0,October,1561396.8225
2,2010-02-05,2136989.46,40.0,2.572,210.7526053,8.3,0,February,1677947.695
2,2010-02-12,2137809.5,38.0,2.548,210.8979935,8.3,1,February,1819131.8675
2,2010-02-19,2124451.54,40.0,2.514,210.9451605,8.3,0,February,1973227.56
2,2010-02-26,1865097.27,46.0,2.561,210.9759573,8.3,0,February,2066086.9425
2,2010-03-05,1991013.13,47.0,2.625,211.0067542,8.3,0,March,2029592.8599999999
2,2010-03-12,1990483.78,58.0,2.667,211.037551,8.3,0,March,1992761.43
2,2010-03-19,1946070.88,55.0,2.72,210.8733316,8.3,0,March,1948166.265
2,2010-03-26,1750197.81,51.0,2.732,210.6766095,8.3,0,March,1919441.4
2,2010-04-02,2066187.72,63.0,2.719,210.4798874,8.2,0,April,1938235.0475
2,2010-04-09,1954689.21,65.0,2.77,210.2831653,8.2,0,April,1929286.405
2,2010-04-16,1874957.94,68.0,2.808,210.1495463,8.2,0,April,1911508.17
2,2010-04-23,1821990.93,65.0,2.795,210.1000648,8.2,0,April,1929456.45
2,2010-04-30,1802450.29,67.0,2.78,210.0505833,8.2,0,April,1863522.0925
2,2010-05-07,2042581.71,71.0,2.835,210.0011018,8.2,0,May,1885495.2175
2,2010-05-14,1880752.36,73.0,2.854,209.9984585,8.2,0,May,1886943.8224999998
2,2010-05-21,1896937.1,75.0,2.826,210.2768443,8.2,0,May,1905680.365
2,2010-05-28,1957113.89,81.0,2.759,210.5552301,8.2,0,May,1944346.265
2,2010-06-04,2102539.93,82.0,2.705,210.833616,8.2,0,June,1959335.82
2,2010-06-11,2025538.76,83.0,2.668,211.1120018,8.2,0,June,1995532.42
2,2010-06-18,2001636.96,86.0,2.637,211.1096543,8.2,0,June,2021707.385
2,2010-06-25,1939927.09,86.0,2.653,210.9950134,8.2,0,June,2017410.685
2,2010-07-02,2003940.64,83.0,2.669,210.8803726,8.1,0,July,1992760.8625
2,2010-07-09,1880902.62,83.0,2.642,210.7657317,8.1,0,July,1956601.8275000001
2,2010-07-16,1845879.79,85.0,2.623,210.7577954,8.1,0,July,1917662.5350000001
2,2010-07-23,1781717.71,88.0,2.608,210.8921319,8.1,0,July,1878110.1900000002
2,2010-07-30,1804246.16,83.0,2.64,211.0264684,8.1,0,July,1828186.5699999998
2,2010-08-06,1991909.98,90.0,2.627,211.1608049,8.1,0,August,1855938.41
2,2010-08-13,1895601.05,89.0,2.692,211.2951413,8.1,0,August,1868368.7249999999
2,2010-08-20,1964335.23,89.0,2.664,211.2596586,8.1,0,August,1914023.105
2,2010-08-27,1863840.49,87.0,2.619,211.2241759,8.1,0,August,1928921.6875
2,2010-09-03,1904608.09,82.0,2.577,211.1886931,8.1,0,September,1907096.215
2,2010-09-10,1839128.83,79.0,2.565,211.1532104,8.1,1,September,1892978.1600000001
2,2010-09-17,1793903.6,82.0,2.582,211.1806415,8.1,0,September,1850370.2525
2,2010-09-24,1724557.22,82.0,2.624,211.2552578,8.1,0,September,1815549.435
2,2010-10-01,1827440.43,69.0,2.603,211.3298742,8.2,0,October,1796257.52
2,2010-10-08,1849921.44,63.0,2.633,211.4044906,8.2,0,October,1798955.6724999999
2,2010-10-15,1794355.49,66.0,2.72,211.4713286,8.2,0,October,1799068.645
2,2010-10-22,1737947.64,68.0,2.725,211.5187208,8.2,0,October,1802416.2499999998
2,2010-10-29,1802755.11,66.0,2.716,211.5661131,8.2,0,October,1796244.92
2,2010-11-05,1939061.41,58.0,2.689,211.6135053,8.2,0,November,1818529.9125
2,2010-11-12,1916812.74,60.0,2.728,211.6608975,8.2,0,November,1849144.225
2,2010-11-19,1956739.17,51.0,2.771,211.5470304,8.2,0,November,1903842.1075
2,2010-11-26,2658725.29,63.0,2.735,211.4062867,8.2,1,November,2117834.6525
2,2010-12-03,2015781.27,49.0,2.708,211.265543,8.2,0,December,2137014.6174999997
2,2010-12-10,2378726.55,46.0,2.843,211.1247993,8.2,0,December,2252493.07
2,2010-12-17,2609166.75,48.0,2.869,211.0645458,8.2,0,December,2415599.965
2,2010-12-24,3436007.68,50.0,2.886,211.0646599,8.2,0,December,2609920.5625
2,2010-12-31,1750434.55,47.0,2.943,211.064774,8.2,1,December,2543583.8825000003
2,2011-01-07,1758050.79,45.0,2.976,211.0648881,8.0,0,January,2388414.9425
2,2011-01-14,1744193.58,33.0,2.983,211.1176713,8.0,0,January,2172171.65
2,2011-01-21,1751384.9,41.0,3.016,211.4864691,8.0,0,January,1751015.955
2,2011-01-28,1695371.68,43.0,3.01,211.8552668,8.0,0,January,1737250.2374999998
2,2011-02-04,1929346.23,38.0,2.989,212.2240646,8.0,0,February,1780074.0975
2,2011-02-11,2168041.61,33.0,3.022,212.5928624,8.0,1,February,1886036.105
2,2011-02-18,2080884.82,58.0,3.045,212.9033115,8.0,0,February,1968411.085
2,2011-02-25,1833511.08,61.0,3.065,213.190421,8.0,0,February,2002945.935
2,2011-03-04,1981607.78,58.0,3.288,213.4775305,8.0,0,March,2016011.3225
2,2011-03-11,1879107.31,53.0,3.459,213.7646401,8.0,0,March,1943777.7475
2,2011-03-18,1902557.66,62.0,3.488,214.0156238,8.0,0,March,1899195.9575
2,2011-03-25,1766162.05,69.0,3.473,214.2521573,8.0,0,March,1882358.7000000002
2,2011-04-01,1800171.36,55.0,3.524,214.4886908,7.9,0,April,1836999.595
2,2011-04-08,1847552.61,67.0,3.622,214.7252242,7.9,0,April,1829110.9200000002
2,2011-04-15,1856467.84,69.0,3.743,214.9420631,7.9,0,April,1817588.465
2,2011-04-22,1886339.6,69.0,3.807,215.1096657,7.9,0,April,1847632.8525000003
2,2011-04-29,1745545.28,69.0,3.81,215.2772683,7.9,0,April,1833976.3325
2,2011-05-06,1837743.6,61.0,3.906,215.4448709,7.9,0,May,1831524.08
2,2011-05-13,1838513.07,75.0,3.899,215.6124735,7.9,0,May,1827035.3875000002
2,2011-05-20,1688281.86,67.0,3.907,215.3834778,7.9,0,May,1777520.9525000001
2,2011-05-27,1797732.56,76.0,3.786,215.1544822,7.9,0,May,1790567.7725000002
2,2011-06-03,1933756.21,83.0,3.699,214.9254865,7.9,0,June,1814570.925
2,2011-06-10,1929153.16,83.0,3.648,214.6964908,7.9,0,June,1837230.9475
2,2011-06-17,1953771.99,87.0,3.637,214.6513538,7.9,0,June,1903603.48
2,2011-06-24,1790925.8,85.0,3.594,214.7441108,7.9,0,June,1901901.79
2,2011-07-01,1866243.0,86.0,3.524,214.8368678,7.9,0,July,1885023.4875
2,2011-07-08,1853161.99,88.0,3.48,214.9296249,7.9,0,July,1866025.6949999998
2,2011-07-15,1785187.29,90.0,3.575,215.0134426,7.9,0,July,1823879.52
2,2011-07-22,1743816.41,89.0,3.651,215.0749122,7.9,0,July,1812102.1724999999
2,2011-07-29,1680693.06,90.0,3.682,215.1363819,7.9,0,July,1765714.6875
2,2011-08-05,1876704.26,93.0,3.684,215.1978515,7.9,0,August,1771600.255
2,2011-08-12,1812768.26,92.0,3.638,215.2593211,7.9,0,August,1778495.4975
2,2011-08-19,1844094.59,90.0,3.554,215.3229307,7.9,0,August,1803565.0425
2,2011-08-26,1821139.91,90.0,3.523,215.386897,7.9,0,August,1838676.755
2,2011-09-02,1809119.7,90.0,3.533,215.4508632,7.9,0,September,1821780.615
2,2011-09-09,1748000.65,78.0,3.546,215.5148295,7.9,1,September,1805588.7125
2,2011-09-16,1691439.52,79.0,3.526,215.6944378,7.9,0,September,1767424.945
2,2011-09-23,1669299.78,76.0,3.467,216.0282356,7.9,0,September,1729464.9125
2,2011-09-30,1650394.44,78.0,3.355,216.3620333,7.9,0,September,1689783.5975
2,2011-10-07,1837553.43,70.0,3.285,216.6958311,7.4,0,October,1712171.7925
2,2011-10-14,1743882.19,72.0,3.274,217.0048261,7.4,0,October,1725282.46
2,2011-10-21,1834680.25,65.0,3.353,217.1650042,7.4,0,October,1766627.5775
2,2011-10-28,1769296.25,66.0,3.372,217.3251824,7.4,0,October,1796353.03
2,2011-11-04,1959707.9,56.0,3.332,217.4853605,7.4,0,November,1826891.6475
2,2011-11-11,1920725.15,59.0,3.297,217.6455387,7.4,0,November,1871102.3875
2,2011-11-18,1902762.5,62.0,3.308,217.8670218,7.4,0,November,1888122.95
2,2011-11-25,2614202.3,56.0,3.236,218.1130269,7.4,1,November,2099349.4625
2,2011-12-02,1954952.0,49.0,3.172,218.3590319,7.4,0,December,2098160.4875
2,2011-12-09,2290549.32,42.0,3.158,218.605037,7.4,0,December,2190616.53
2,2011-12-16,2432736.52,50.0,3.159,218.8217928,7.4,0,December,2323110.035
2,2011-12-23,3224369.8,47.0,3.112,218.9995495,7.4,0,December,2475651.91
2,2011-12-30,1874226.52,45.0,3.129,219.1773063,7.4,1,December,2455470.54
2,2012-01-06,1799520.14,47.0,3.157,219.355063,7.1,0,January,2332713.2449999996
2,2012-01-13,1744725.48,46.0,3.261,219.5328198,7.1,0,January,2160710.485
2,2012-01-20,1711769.11,52.0,3.268,219.6258417,7.1,0,January,1782560.3125
2,2012-01-27,1660906.14,50.0,3.29,219.7188636,7.1,0,January,1729230.2175
2,2012-02-03,1935299.94,55.0,3.36,219.8118854,7.1,0,February,1763175.1675
2,2012-02-10,2103322.68,47.0,3.409,219.9049073,7.1,1,February,1852824.4675
2,2012-02-17,2196688.46,44.0,3.51,220.0651993,7.1,0,February,1974054.305
2,2012-02-24,1861802.7,55.0,3.555,220.275944,7.1,0,February,2024278.445
2,2012-03-02,1952555.66,59.0,3.63,220.4866886,7.1,0,March,2028592.375
2,2012-03-09,1937628.26,57.0,3.669,220.6974332,7.1,0,March,1987168.77
2,2012-03-16,1976082.13,64.0,3.734,220.8498468,7.1,0,March,1932017.1875
2,2012-03-23,1790439.16,64.0,3.787,220.9244858,7.1,0,March,1914176.3024999998
2,2012-03-30,1857480.84,67.0,3.845,220.9991248,7.1,0,March,1890407.5975
2,2012-04-06,2129035.91,68.0,3.891,221.0737638,6.9,0,April,1938259.51
2,2012-04-13,1935869.1,68.0,3.891,221.1484028,6.9,0,April,1928206.2525
2,2012-04-20,1847344.45,66.0,3.877,221.2021074,6.9,0,April,1942432.575
2,2012-04-27,1764133.09,67.0,3.814,221.255812,6.9,0,April,1919095.6375000002
2,2012-05-04,1923957.09,77.0,3.749,221.3095166,6.9,0,May,1867825.9325
2,2012-05-11,1917520.99,74.0,3.688,221.3632212,6.9,0,May,1863238.9050000003
2,2012-05-18,2000940.67,71.0,3.63,221.380331,6.9,0,May,1901637.96
2,2012-05-25,1912791.09,78.0,3.561,221.3828029,6.9,0,May,1938802.4600000002
2,2012-06-01,1910092.37,78.0,3.501,221.3852748,6.9,0,June,1935336.28
2,2012-06-08,2010216.49,79.0,3.452,221.3877467,6.9,0,June,1958510.1550000003
2,2012-06-15,1962924.3,81.0,3.393,221.4009901,6.9,0,June,1949006.0625000002
2,2012-06-22,1887733.21,81.0,3.346,221.4411622,6.9,0,June,1942741.5925
2,2012-06-29,1881046.12,86.0,3.286,221.4813343,6.9,0,June,1935480.03
2,2012-07-06,2041507.4,84.0,3.227,221.5215064,6.6,0,July,1943302.7575
2,2012-07-13,1830075.13,80.0,3.256,221.5616784,6.6,0,July,1910090.4649999999
2,2012-07-20,1819666.46,83.0,3.311,221.5701123,6.6,0,July,1893073.7774999999
2,2012-07-27,1757923.88,86.0,3.407,221.5785461,6.6,0,July,1862293.2174999998
2,2012-08-03,1946104.64,90.0,3.417,221.5869799,6.6,0,August,1838442.5274999999
2,2012-08-10,1866719.96,89.0,3.494,221.5954138,6.6,0,August,1847603.7349999999
2,2012-08-17,1928016.01,85.0,3.571,221.6751459,6.6,0,August,1874691.1225
2,2012-08-24,1876788.15,77.0,3.62,221.8083518,6.6,0,August,1904407.19
2,2012-08-31,1947083.3,83.0,3.638,221.9415576,6.6,0,August,1904651.855
2,2012-09-07,1898777.07,88.0,3.73,222.0747635,6.6,1,September,1912666.1325
2,2012-09-14,1814806.63,76.0,3.717,222.2174395,6.6,0,September,1884363.7874999999
2,2012-09-21,1829415.67,71.0,3.721,222.4169362,6.6,0,September,1872520.6675
2,2012-09-28,1746470.56,79.0,3.666,222.6164329,6.6,0,September,1822367.4825
2,2012-10-05,1998321.04,70.0,3.617,222.8159296,6.2,0,October,1847253.475
2,2012-10-12,1900745.13,61.0,3.601,223.0154263,6.2,0,October,1868738.1
2,2012-10-19,1847990.41,68.0,3.594,223.0598077,6.2,0,October,1873381.7850000001
2,2012-10-26,1834458.35,70.0,3.506,223.0783366,6.2,0,October,1895378.7325
3,2010-02-05,461622.22,46.0,2.572,214.4248812,7.4,0,February,1511204.0274999999
3,2010-02-12,420728.96,48.0,2.548,214.5747916,7.4,1,February,1141199.9849999999
3,2010-02-19,421642.19,47.0,2.514,214.6198868,7.4,0,February,784612.93
3,2010-02-26,407204.86,52.0,2.561,214.6475127,7.4,0,February,427799.5575
3,2010-03-05,415202.04,53.0,2.625,214.6751386,7.4,0,March,416194.5125
3,2010-03-12,384200.69,63.0,2.667,214.7027646,7.4,0,March,407062.445
3,2010-03-19,375328.59,60.0,2.72,214.5301219,7.4,0,March,395484.045
3,2010-03-26,359949.27,57.0,2.732,214.3241011,7.4,0,March,383670.1475
3,2010-04-02,423294.4,66.0,2.719,214.1180803,7.3,0,April,385693.2375
3,2010-04-09,415870.28,68.0,2.77,213.9120595,7.3,0,April,393610.635
3,2010-04-16,354993.26,67.0,2.808,213.7726889,7.3,0,April,388526.8025
3,2010-04-23,339976.65,68.0,2.795,213.7221852,7.3,0,April,383533.6475
3,2010-04-30,361248.39,70.0,2.78,213.6716815,7.3,0,April,368022.145
3,2010-05-07,399323.86,73.0,2.835,213.6211778,7.3,0,May,363885.54000000004
3,2010-05-14,384357.94,77.0,2.854,213.6196139,7.3,0,May,371226.71
3,2010-05-21,343763.17,76.0,2.826,213.9116886,7.3,0,May,372173.33999999997
3,2010-05-28,350089.23,79.0,2.759,214.2037634,7.3,0,May,369383.55
3,2010-06-04,396968.8,79.0,2.705,214.4958382,7.3,0,June,368794.785
3,2010-06-11,355017.09,82.0,2.668,214.787913,7.3,0,June,361459.5725
3,2010-06-18,364076.85,84.0,2.637,214.7858259,7.3,0,June,366537.9925
3,2010-06-25,357346.48,84.0,2.653,214.6660741,7.3,0,June,368352.305
3,2010-07-02,381151.72,82.0,2.669,214.5463222,7.3,0,July,364398.035
3,2010-07-09,349214.18,82.0,2.642,214.4265704,7.3,0,July,362947.3075
3,2010-07-16,352728.78,84.0,2.623,214.4176476,7.3,0,July,360110.29000000004
3,2010-07-23,352864.49,83.0,2.608,214.5564968,7.3,0,July,358989.7925
3,2010-07-30,347955.05,82.0,2.64,214.695346,7.3,0,July,350690.625
3,2010-08-06,402635.76,85.0,2.627,214.8341952,7.3,0,August,364046.01999999996
3,2010-08-13,339597.38,87.0,2.692,214.9730444,7.3,0,August,360763.17
3,2010-08-20,351728.21,88.0,2.664,214.9314191,7.3,0,August,360479.1
3,2010-08-27,362134.09,86.0,2.619,214.8897938,7.3,0,August,364023.86000000004
3,2010-09-03,366473.97,84.0,2.577,214.8481685,7.3,0,September,354983.41250000003
3,2010-09-10,352260.97,81.0,2.565,214.8065431,7.3,1,September,358149.31
3,2010-09-17,363064.64,82.0,2.582,214.8322484,7.3,0,September,360983.4175
3,2010-09-24,355626.87,77.0,2.624,214.9084516,7.3,0,September,359356.6125
